<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2023.12.14	17:51:00	1.09875	1.09875	1.09844	1.09851	107	0	0
2023.12.14	17:52:00	1.09851	1.09858	1.09833	1.09858	83	0	0
2023.12.14	17:53:00	1.09859	1.09882	1.09855	1.09878	74	0	0
2023.12.14	17:54:00	1.09877	1.09886	1.09868	1.09882	77	0	0
2023.12.14	17:55:00	1.09884	1.09914	1.09861	1.09904	86	0	0
2023.12.14	17:56:00	1.09903	1.09915	1.09894	1.09898	92	0	0
2023.12.14	17:57:00	1.09897	1.09952	1.09897	1.09951	107	0	0
2023.12.14	17:58:00	1.09951	1.09960	1.09943	1.09957	84	0	0
2023.12.14	17:59:00	1.09953	1.09959	1.09929	1.09937	105	0	0
2023.12.14	18:00:00	1.09935	1.09945	1.09921	1.09935	106	0	0
2023.12.14	18:01:00	1.09936	1.09957	1.09936	1.09951	93	0	0
2023.12.14	18:02:00	1.09949	1.09950	1.09906	1.09908	78	0	0
2023.12.14	18:03:00	1.09912	1.09958	1.09912	1.09952	82	0	0
2023.12.14	18:04:00	1.09952	1.09952	1.09911	1.09917	82	0	0
2023.12.14	18:05:00	1.09914	1.09937	1.09912	1.09932	57	0	0
2023.12.14	18:06:00	1.09933	1.09968	1.09932	1.09959	55	0	0
2023.12.14	18:07:00	1.09961	1.09979	1.09953	1.09976	65	0	0
2023.12.14	18:08:00	1.09975	1.09987	1.09964	1.09969	70	0	0
2023.12.14	18:09:00	1.09970	1.09984	1.09955	1.09980	59	0	0
2023.12.14	18:10:00	1.09979	1.09999	1.09977	1.09987	79	0	0
2023.12.14	18:11:00	1.09987	1.09989	1.09983	1.09987	48	0	0
2023.12.14	18:12:00	1.09988	1.09999	1.09983	1.09988	73	0	0
2023.12.14	18:13:00	1.09989	1.09994	1.09975	1.09983	63	0	0
2023.12.14	18:14:00	1.09982	1.09999	1.09978	1.09979	60	0	0
2023.12.14	18:15:00	1.09979	1.09983	1.09966	1.09969	66	0	0
2023.12.14	18:16:00	1.09970	1.09994	1.09959	1.09978	103	0	0
2023.12.14	18:17:00	1.09982	1.10001	1.09977	1.09978	57	0	0
2023.12.14	18:18:00	1.09976	1.09983	1.09965	1.09973	78	0	0
2023.12.14	18:19:00	1.09971	1.09974	1.09954	1.09973	87	0	0
2023.12.14	18:20:00	1.09974	1.09981	1.09964	1.09967	76	0	0
2023.12.14	18:21:00	1.09966	1.09975	1.09939	1.09948	75	0	0
2023.12.14	18:22:00	1.09951	1.09979	1.09951	1.09968	60	0	0
2023.12.14	18:23:00	1.09969	1.09969	1.09944	1.09961	75	0	0
2023.12.14	18:24:00	1.09963	1.09974	1.09948	1.09948	82	0	0
2023.12.14	18:25:00	1.09947	1.09951	1.09933	1.09947	73	0	0
2023.12.14	18:26:00	1.09946	1.09957	1.09942	1.09950	63	0	0
2023.12.14	18:27:00	1.09955	1.09965	1.09950	1.09959	63	0	0
2023.12.14	18:28:00	1.09962	1.09969	1.09960	1.09968	51	0	0
2023.12.14	18:29:00	1.09967	1.09972	1.09961	1.09969	39	0	0
2023.12.14	18:30:00	1.09968	1.09969	1.09959	1.09960	31	0	0
2023.12.14	18:31:00	1.09961	1.10009	1.09958	1.10000	60	0	0
2023.12.14	18:32:00	1.09994	1.10030	1.09994	1.10030	58	0	0
2023.12.14	18:33:00	1.10031	1.10031	1.10009	1.10015	72	0	0
2023.12.14	18:34:00	1.10013	1.10014	1.09999	1.10007	51	0	0
2023.12.14	18:35:00	1.10008	1.10014	1.09988	1.09988	51	0	0
2023.12.14	18:36:00	1.09989	1.09989	1.09970	1.09971	66	0	0
2023.12.14	18:37:00	1.09972	1.09985	1.09956	1.09963	63	0	0
2023.12.14	18:38:00	1.09960	1.09967	1.09950	1.09967	61	0	0
2023.12.14	18:39:00	1.09963	1.09973	1.09959	1.09968	69	0	0
2023.12.14	18:40:00	1.09967	1.09982	1.09963	1.09964	49	0	0
2023.12.14	18:41:00	1.09961	1.09961	1.09932	1.09940	69	0	0
2023.12.14	18:42:00	1.09939	1.09984	1.09938	1.09974	81	0	0
2023.12.14	18:43:00	1.09976	1.09978	1.09962	1.09971	54	0	0
2023.12.14	18:44:00	1.09970	1.09989	1.09970	1.09989	52	0	0
2023.12.14	18:45:00	1.09993	1.09994	1.09974	1.09994	50	0	0
2023.12.14	18:46:00	1.09995	1.10016	1.09995	1.10013	43	0	0
2023.12.14	18:47:00	1.10014	1.10019	1.10000	1.10004	54	0	0
2023.12.14	18:48:00	1.10005	1.10019	1.09997	1.10010	36	0	0
2023.12.14	18:49:00	1.10006	1.10014	1.09984	1.09985	47	0	0
2023.12.14	18:50:00	1.09984	1.10001	1.09980	1.09990	54	0	0
2023.12.14	18:51:00	1.09990	1.10016	1.09982	1.10010	62	0	0
2023.12.14	18:52:00	1.10009	1.10010	1.09979	1.09979	64	0	0
2023.12.14	18:53:00	1.09980	1.09985	1.09966	1.09985	52	0	0
2023.12.14	18:54:00	1.09985	1.09995	1.09983	1.09990	54	0	0
2023.12.14	18:55:00	1.09991	1.10004	1.09979	1.09982	66	0	0
2023.12.14	18:56:00	1.09983	1.09991	1.09979	1.09979	54	0	0
2023.12.14	18:57:00	1.09980	1.09980	1.09950	1.09951	49	0	0
2023.12.14	18:58:00	1.09953	1.09955	1.09936	1.09944	50	0	0
2023.12.14	18:59:00	1.09944	1.09965	1.09944	1.09962	50	0	0
2023.12.14	19:00:00	1.09964	1.09967	1.09949	1.09964	58	0	0
2023.12.14	19:01:00	1.09962	1.09965	1.09949	1.09951	45	0	0
2023.12.14	19:02:00	1.09948	1.09949	1.09934	1.09939	53	0	0
2023.12.14	19:03:00	1.09937	1.09940	1.09905	1.09907	50	0	0
2023.12.14	19:04:00	1.09911	1.09911	1.09900	1.09902	45	0	0
2023.12.14	19:05:00	1.09901	1.09926	1.09893	1.09926	50	0	0
2023.12.14	19:06:00	1.09930	1.09949	1.09920	1.09920	66	0	0
2023.12.14	19:07:00	1.09921	1.09939	1.09911	1.09939	57	0	0
2023.12.14	19:08:00	1.09938	1.09952	1.09935	1.09944	47	0	0
2023.12.14	19:09:00	1.09944	1.09970	1.09944	1.09958	73	0	0
2023.12.14	19:10:00	1.09957	1.09960	1.09949	1.09959	42	0	0
2023.12.14	19:11:00	1.09955	1.09979	1.09942	1.09977	52	0	0
2023.12.14	19:12:00	1.09978	1.09989	1.09975	1.09980	34	0	0
2023.12.14	19:13:00	1.09979	1.09998	1.09977	1.09993	62	0	0
2023.12.14	19:14:00	1.09994	1.09994	1.09979	1.09980	48	0	0
2023.12.14	19:15:00	1.09979	1.09992	1.09974	1.09984	65	0	0
2023.12.14	19:16:00	1.09983	1.09990	1.09983	1.09985	30	0	0
2023.12.14	19:17:00	1.09986	1.09992	1.09979	1.09991	25	0	0
2023.12.14	19:18:00	1.09989	1.09996	1.09985	1.09989	63	0	0
2023.12.14	19:19:00	1.09990	1.10008	1.09985	1.10008	42	0	0
2023.12.14	19:20:00	1.10007	1.10018	1.10004	1.10010	56	0	0
2023.12.14	19:21:00	1.10009	1.10014	1.10007	1.10012	41	0	0
2023.12.14	19:22:00	1.10012	1.10045	1.10012	1.10045	40	0	0
2023.12.14	19:23:00	1.10044	1.10045	1.10030	1.10031	41	0	0
2023.12.14	19:24:00	1.10031	1.10035	1.10020	1.10023	45	0	0
2023.12.14	19:25:00	1.10023	1.10046	1.10022	1.10044	59	0	0
2023.12.14	19:26:00	1.10043	1.10047	1.10034	1.10041	43	0	0
2023.12.14	19:27:00	1.10042	1.10049	1.10030	1.10046	35	0	0
2023.12.14	19:28:00	1.10045	1.10046	1.10028	1.10032	39	0	0
2023.12.14	19:29:00	1.10031	1.10054	1.10031	1.10052	51	0	0
2023.12.14	19:30:00	1.10054	1.10081	1.10054	1.10054	48	0	0
2023.12.14	19:31:00	1.10050	1.10054	1.10035	1.10040	56	0	0
2023.12.14	19:32:00	1.10040	1.10040	1.10022	1.10026	44	0	0
2023.12.14	19:33:00	1.10025	1.10038	1.10025	1.10034	29	0	0
2023.12.14	19:34:00	1.10030	1.10038	1.10026	1.10027	39	0	0
2023.12.14	19:35:00	1.10026	1.10054	1.10022	1.10025	59	0	0
2023.12.14	19:36:00	1.10026	1.10029	1.10005	1.10025	74	0	0
2023.12.14	19:37:00	1.10026	1.10066	1.10026	1.10061	47	0	0
2023.12.14	19:38:00	1.10064	1.10065	1.10055	1.10060	45	0	0
2023.12.14	19:39:00	1.10059	1.10065	1.10059	1.10064	18	0	0
2023.12.14	19:40:00	1.10061	1.10080	1.10049	1.10050	54	0	0
2023.12.14	19:41:00	1.10051	1.10056	1.10038	1.10039	43	0	0
2023.12.14	19:42:00	1.10040	1.10046	1.10039	1.10046	28	0	0
2023.12.14	19:43:00	1.10047	1.10049	1.10029	1.10029	54	0	0
2023.12.14	19:44:00	1.10029	1.10039	1.10029	1.10035	27	0	0
2023.12.14	19:45:00	1.10036	1.10054	1.10035	1.10048	46	0	0
2023.12.14	19:46:00	1.10049	1.10068	1.10047	1.10068	47	0	0
2023.12.14	19:47:00	1.10066	1.10069	1.10059	1.10062	43	0	0
2023.12.14	19:48:00	1.10063	1.10068	1.10062	1.10064	35	0	0
2023.12.14	19:49:00	1.10064	1.10064	1.10028	1.10033	46	0	0
2023.12.14	19:50:00	1.10033	1.10036	1.10028	1.10029	35	0	0
2023.12.14	19:51:00	1.10029	1.10033	1.10016	1.10020	52	0	0
2023.12.14	19:52:00	1.10015	1.10023	1.10009	1.10019	50	0	0
2023.12.14	19:53:00	1.10020	1.10029	1.09999	1.10006	63	0	0
2023.12.14	19:54:00	1.10005	1.10029	1.10004	1.10020	47	0	0
2023.12.14	19:55:00	1.10016	1.10025	1.10010	1.10019	75	0	0
2023.12.14	19:56:00	1.10018	1.10036	1.10014	1.10027	68	0	0
2023.12.14	19:57:00	1.10024	1.10081	1.10024	1.10081	77	0	0
2023.12.14	19:58:00	1.10077	1.10092	1.10073	1.10076	77	0	0
2023.12.14	19:59:00	1.10074	1.10078	1.10046	1.10050	69	0	0
2023.12.14	20:00:00	1.10049	1.10053	1.10038	1.10047	72	0	0
2023.12.14	20:01:00	1.10050	1.10059	1.10043	1.10048	64	0	0
2023.12.14	20:02:00	1.10045	1.10051	1.10023	1.10023	42	0	0
2023.12.14	20:03:00	1.10025	1.10034	1.10018	1.10024	55	0	0
2023.12.14	20:04:00	1.10025	1.10025	1.09966	1.09968	63	0	0
2023.12.14	20:05:00	1.09968	1.09970	1.09955	1.09960	61	0	0
2023.12.14	20:06:00	1.09956	1.09959	1.09951	1.09958	39	0	0
2023.12.14	20:07:00	1.09954	1.09959	1.09947	1.09950	43	0	0
2023.12.14	20:08:00	1.09952	1.09958	1.09935	1.09944	50	0	0
2023.12.14	20:09:00	1.09945	1.09946	1.09933	1.09938	50	0	0
2023.12.14	20:10:00	1.09943	1.09945	1.09927	1.09943	50	0	0
2023.12.14	20:11:00	1.09942	1.09942	1.09928	1.09930	34	0	0
2023.12.14	20:12:00	1.09929	1.09940	1.09920	1.09936	43	0	0
2023.12.14	20:13:00	1.09935	1.09937	1.09930	1.09937	31	0	0
2023.12.14	20:14:00	1.09937	1.09953	1.09937	1.09950	50	0	0
2023.12.14	20:15:00	1.09949	1.09951	1.09926	1.09931	41	0	0
2023.12.14	20:16:00	1.09929	1.09931	1.09911	1.09917	47	0	0
2023.12.14	20:17:00	1.09920	1.09920	1.09904	1.09904	37	0	0
2023.12.14	20:18:00	1.09905	1.09908	1.09881	1.09889	59	0	0
2023.12.14	20:19:00	1.09888	1.09900	1.09884	1.09895	46	0	0
2023.12.14	20:20:00	1.09894	1.09904	1.09884	1.09899	44	0	0
2023.12.14	20:21:00	1.09898	1.09903	1.09884	1.09896	40	0	0
2023.12.14	20:22:00	1.09895	1.09900	1.09890	1.09898	47	0	0
2023.12.14	20:23:00	1.09894	1.09894	1.09884	1.09894	29	0	0
2023.12.14	20:24:00	1.09891	1.09895	1.09880	1.09891	35	0	0
2023.12.14	20:25:00	1.09890	1.09910	1.09889	1.09908	41	0	0
2023.12.14	20:26:00	1.09906	1.09910	1.09901	1.09902	36	0	0
2023.12.14	20:27:00	1.09904	1.09904	1.09889	1.09891	41	0	0
2023.12.14	20:28:00	1.09892	1.09892	1.09883	1.09886	35	0	0
2023.12.14	20:29:00	1.09886	1.09888	1.09873	1.09874	30	0	0
2023.12.14	20:30:00	1.09873	1.09885	1.09872	1.09880	36	0	0
2023.12.14	20:31:00	1.09879	1.09894	1.09879	1.09884	34	0	0
2023.12.14	20:32:00	1.09885	1.09885	1.09878	1.09880	25	0	0
2023.12.14	20:33:00	1.09879	1.09880	1.09874	1.09874	36	0	0
2023.12.14	20:34:00	1.09874	1.09879	1.09873	1.09876	39	0	0
2023.12.14	20:35:00	1.09877	1.09877	1.09835	1.09839	46	0	0
2023.12.14	20:36:00	1.09839	1.09853	1.09834	1.09850	42	0	0
2023.12.14	20:37:00	1.09852	1.09854	1.09845	1.09854	41	0	0
2023.12.14	20:38:00	1.09853	1.09857	1.09847	1.09848	38	0	0
2023.12.14	20:39:00	1.09849	1.09852	1.09843	1.09844	24	0	0
2023.12.14	20:40:00	1.09846	1.09862	1.09843	1.09861	37	0	0
2023.12.14	20:41:00	1.09860	1.09867	1.09859	1.09865	23	0	0
2023.12.14	20:42:00	1.09863	1.09870	1.09858	1.09865	36	0	0
2023.12.14	20:43:00	1.09866	1.09866	1.09855	1.09860	37	0	0
2023.12.14	20:44:00	1.09859	1.09864	1.09854	1.09858	26	0	0
2023.12.14	20:45:00	1.09859	1.09879	1.09858	1.09879	21	0	0
2023.12.14	20:46:00	1.09879	1.09881	1.09867	1.09870	25	0	0
2023.12.14	20:47:00	1.09869	1.09870	1.09857	1.09858	31	0	0
2023.12.14	20:48:00	1.09857	1.09864	1.09847	1.09859	29	0	0
2023.12.14	20:49:00	1.09860	1.09868	1.09852	1.09864	43	0	0
2023.12.14	20:50:00	1.09864	1.09864	1.09852	1.09854	58	0	0
2023.12.14	20:51:00	1.09855	1.09855	1.09824	1.09829	37	0	0
2023.12.14	20:52:00	1.09829	1.09838	1.09829	1.09833	32	0	0
2023.12.14	20:53:00	1.09832	1.09840	1.09823	1.09829	58	0	0
2023.12.14	20:54:00	1.09828	1.09838	1.09825	1.09830	56	0	0
2023.12.14	20:55:00	1.09831	1.09853	1.09831	1.09837	58	0	0
2023.12.14	20:56:00	1.09840	1.09845	1.09834	1.09840	47	0	0
2023.12.14	20:57:00	1.09842	1.09842	1.09825	1.09826	41	0	0
2023.12.14	20:58:00	1.09828	1.09834	1.09828	1.09831	35	0	0
2023.12.14	20:59:00	1.09833	1.09835	1.09828	1.09829	42	0	0
2023.12.14	21:00:00	1.09829	1.09838	1.09823	1.09834	49	0	0
2023.12.14	21:01:00	1.09829	1.09842	1.09821	1.09824	46	0	0
2023.12.14	21:02:00	1.09822	1.09823	1.09814	1.09818	38	0	0
2023.12.14	21:03:00	1.09817	1.09830	1.09814	1.09825	35	0	0
2023.12.14	21:04:00	1.09826	1.09826	1.09812	1.09814	64	0	0
2023.12.14	21:05:00	1.09815	1.09815	1.09798	1.09805	44	0	0
2023.12.14	21:06:00	1.09806	1.09814	1.09798	1.09811	54	0	0
2023.12.14	21:07:00	1.09809	1.09816	1.09809	1.09814	40	0	0
2023.12.14	21:08:00	1.09813	1.09833	1.09810	1.09827	39	0	0
2023.12.14	21:09:00	1.09828	1.09838	1.09824	1.09838	49	0	0
2023.12.14	21:10:00	1.09838	1.09844	1.09828	1.09838	41	0	0
2023.12.14	21:11:00	1.09837	1.09848	1.09837	1.09847	29	0	0
2023.12.14	21:12:00	1.09848	1.09868	1.09848	1.09868	32	0	0
2023.12.14	21:13:00	1.09869	1.09875	1.09867	1.09868	37	0	0
2023.12.14	21:14:00	1.09865	1.09870	1.09862	1.09869	23	0	0
2023.12.14	21:15:00	1.09868	1.09880	1.09864	1.09872	39	0	0
2023.12.14	21:16:00	1.09873	1.09888	1.09869	1.09887	45	0	0
2023.12.14	21:17:00	1.09887	1.09894	1.09886	1.09889	29	0	0
2023.12.14	21:18:00	1.09888	1.09893	1.09884	1.09888	27	0	0
2023.12.14	21:19:00	1.09889	1.09894	1.09883	1.09889	31	0	0
2023.12.14	21:20:00	1.09890	1.09890	1.09884	1.09887	40	0	0
2023.12.14	21:21:00	1.09888	1.09916	1.09888	1.09914	40	0	0
2023.12.14	21:22:00	1.09912	1.09912	1.09900	1.09904	34	0	0
2023.12.14	21:23:00	1.09903	1.09912	1.09900	1.09907	44	0	0
2023.12.14	21:24:00	1.09907	1.09919	1.09907	1.09919	29	0	0
2023.12.14	21:25:00	1.09919	1.09924	1.09913	1.09923	38	0	0
2023.12.14	21:26:00	1.09924	1.09934	1.09923	1.09931	28	0	0
2023.12.14	21:27:00	1.09932	1.09937	1.09930	1.09932	30	0	0
2023.12.14	21:28:00	1.09931	1.09933	1.09930	1.09930	17	0	0
2023.12.14	21:29:00	1.09932	1.09934	1.09931	1.09932	19	0	0
2023.12.14	21:30:00	1.09932	1.09937	1.09927	1.09932	37	0	0
2023.12.14	21:31:00	1.09935	1.09936	1.09930	1.09936	26	0	0
2023.12.14	21:32:00	1.09936	1.09946	1.09935	1.09946	22	0	0
2023.12.14	21:33:00	1.09945	1.09951	1.09943	1.09948	23	0	0
2023.12.14	21:34:00	1.09950	1.09952	1.09943	1.09947	26	0	0
2023.12.14	21:35:00	1.09947	1.09948	1.09944	1.09947	22	0	0
2023.12.14	21:36:00	1.09948	1.09948	1.09943	1.09946	39	0	0
2023.12.14	21:37:00	1.09947	1.09947	1.09932	1.09932	21	0	0
2023.12.14	21:38:00	1.09931	1.09934	1.09916	1.09917	34	0	0
2023.12.14	21:39:00	1.09918	1.09921	1.09916	1.09921	32	0	0
2023.12.14	21:40:00	1.09920	1.09920	1.09887	1.09887	37	0	0
2023.12.14	21:41:00	1.09892	1.09892	1.09882	1.09885	33	0	0
2023.12.14	21:42:00	1.09886	1.09891	1.09864	1.09868	39	0	0
2023.12.14	21:43:00	1.09869	1.09882	1.09862	1.09882	41	0	0
2023.12.14	21:44:00	1.09881	1.09892	1.09881	1.09891	26	0	0
2023.12.14	21:45:00	1.09887	1.09891	1.09885	1.09889	20	0	0
2023.12.14	21:46:00	1.09890	1.09890	1.09876	1.09877	30	0	0
2023.12.14	21:47:00	1.09878	1.09881	1.09870	1.09877	35	0	0
2023.12.14	21:48:00	1.09876	1.09877	1.09857	1.09858	25	0	0
2023.12.14	21:49:00	1.09856	1.09865	1.09856	1.09857	23	0	0
2023.12.14	21:50:00	1.09858	1.09866	1.09857	1.09866	15	0	0
2023.12.14	21:51:00	1.09866	1.09877	1.09862	1.09877	23	0	0
2023.12.14	21:52:00	1.09875	1.09887	1.09872	1.09878	33	0	0
2023.12.14	21:53:00	1.09873	1.09875	1.09867	1.09868	28	0	0
2023.12.14	21:54:00	1.09867	1.09869	1.09850	1.09851	28	0	0
2023.12.14	21:55:00	1.09852	1.09867	1.09846	1.09862	38	0	0
2023.12.14	21:56:00	1.09867	1.09882	1.09866	1.09866	32	0	0
2023.12.14	21:57:00	1.09868	1.09882	1.09859	1.09881	42	0	0
2023.12.14	21:58:00	1.09882	1.09896	1.09881	1.09888	37	0	0
2023.12.14	21:59:00	1.09891	1.09924	1.09888	1.09922	68	0	0
2023.12.14	22:00:00	1.09923	1.09927	1.09912	1.09916	48	0	0
2023.12.14	22:01:00	1.09916	1.09932	1.09910	1.09927	27	0	0
2023.12.14	22:02:00	1.09928	1.09928	1.09920	1.09923	19	0	0
2023.12.14	22:03:00	1.09922	1.09923	1.09913	1.09918	28	0	0
2023.12.14	22:04:00	1.09916	1.09918	1.09903	1.09908	31	0	0
2023.12.14	22:05:00	1.09907	1.09911	1.09899	1.09905	36	0	0
2023.12.14	22:06:00	1.09903	1.09907	1.09882	1.09891	47	0	0
2023.12.14	22:07:00	1.09889	1.09892	1.09881	1.09892	39	0	0
2023.12.14	22:08:00	1.09893	1.09902	1.09892	1.09894	35	0	0
2023.12.14	22:09:00	1.09894	1.09897	1.09892	1.09893	21	0	0
2023.12.14	22:10:00	1.09894	1.09894	1.09887	1.09890	43	0	0
2023.12.14	22:11:00	1.09889	1.09912	1.09889	1.09912	40	0	0
2023.12.14	22:12:00	1.09909	1.09912	1.09901	1.09902	27	0	0
2023.12.14	22:13:00	1.09899	1.09906	1.09896	1.09896	42	0	0
2023.12.14	22:14:00	1.09897	1.09901	1.09893	1.09893	48	0	0
2023.12.14	22:15:00	1.09894	1.09905	1.09886	1.09905	38	0	0
2023.12.14	22:16:00	1.09906	1.09909	1.09898	1.09905	37	0	0
2023.12.14	22:17:00	1.09906	1.09932	1.09905	1.09932	46	0	0
2023.12.14	22:18:00	1.09931	1.09935	1.09923	1.09934	44	0	0
2023.12.14	22:19:00	1.09935	1.09936	1.09927	1.09935	43	0	0
2023.12.14	22:20:00	1.09936	1.09948	1.09931	1.09940	41	0	0
2023.12.14	22:21:00	1.09941	1.09949	1.09940	1.09947	32	0	0
2023.12.14	22:22:00	1.09946	1.09955	1.09945	1.09949	30	0	0
2023.12.14	22:23:00	1.09948	1.09957	1.09947	1.09948	31	0	0
2023.12.14	22:24:00	1.09949	1.09962	1.09945	1.09961	51	0	0
2023.12.14	22:25:00	1.09963	1.09964	1.09962	1.09963	23	0	0
2023.12.14	22:26:00	1.09964	1.09968	1.09956	1.09958	23	0	0
2023.12.14	22:27:00	1.09957	1.09968	1.09957	1.09968	18	0	0
2023.12.14	22:28:00	1.09968	1.09968	1.09957	1.09957	12	0	0
2023.12.14	22:29:00	1.09958	1.09958	1.09934	1.09936	55	0	0
2023.12.14	22:30:00	1.09934	1.09941	1.09932	1.09935	46	0	0
2023.12.14	22:31:00	1.09936	1.09946	1.09932	1.09945	51	0	0
2023.12.14	22:32:00	1.09944	1.09948	1.09938	1.09938	17	0	0
2023.12.14	22:33:00	1.09935	1.09948	1.09933	1.09946	37	0	0
2023.12.14	22:34:00	1.09943	1.09947	1.09938	1.09939	30	0	0
2023.12.14	22:35:00	1.09938	1.09943	1.09933	1.09939	46	0	0
2023.12.14	22:36:00	1.09937	1.09949	1.09934	1.09944	34	0	0
2023.12.14	22:37:00	1.09945	1.09945	1.09933	1.09942	35	0	0
2023.12.14	22:38:00	1.09943	1.09953	1.09942	1.09952	41	0	0
2023.12.14	22:39:00	1.09951	1.09952	1.09930	1.09932	57	0	0
2023.12.14	22:40:00	1.09933	1.09934	1.09921	1.09926	51	0	0
2023.12.14	22:41:00	1.09927	1.09937	1.09926	1.09931	33	0	0
2023.12.14	22:42:00	1.09932	1.09932	1.09922	1.09923	24	0	0
2023.12.14	22:43:00	1.09924	1.09931	1.09921	1.09930	45	0	0
2023.12.14	22:44:00	1.09930	1.09931	1.09921	1.09927	37	0	0
2023.12.14	22:45:00	1.09926	1.09927	1.09913	1.09913	33	0	0
2023.12.14	22:46:00	1.09914	1.09926	1.09909	1.09917	33	0	0
2023.12.14	22:47:00	1.09916	1.09916	1.09908	1.09912	36	0	0
2023.12.14	22:48:00	1.09910	1.09912	1.09892	1.09901	42	0	0
2023.12.14	22:49:00	1.09902	1.09907	1.09891	1.09903	64	0	0
2023.12.14	22:50:00	1.09902	1.09913	1.09901	1.09903	47	0	0
2023.12.14	22:51:00	1.09902	1.09908	1.09902	1.09904	43	0	0
2023.12.14	22:52:00	1.09906	1.09918	1.09906	1.09915	39	0	0
2023.12.14	22:53:00	1.09914	1.09915	1.09907	1.09909	34	0	0
2023.12.14	22:54:00	1.09911	1.09913	1.09898	1.09899	42	0	0
2023.12.14	22:55:00	1.09900	1.09919	1.09899	1.09913	44	0	0
2023.12.14	22:56:00	1.09912	1.09914	1.09904	1.09904	35	0	0
2023.12.14	22:57:00	1.09904	1.09920	1.09903	1.09917	55	0	0
2023.12.14	22:58:00	1.09918	1.09924	1.09916	1.09917	37	0	0
2023.12.14	22:59:00	1.09915	1.09930	1.09915	1.09930	53	0	0
2023.12.14	23:00:00	1.09928	1.09929	1.09906	1.09910	40	0	0
2023.12.14	23:01:00	1.09909	1.09911	1.09905	1.09905	29	0	6
2023.12.14	23:02:00	1.09904	1.09904	1.09892	1.09893	14	0	6
2023.12.14	23:03:00	1.09892	1.09892	1.09883	1.09884	19	0	6
2023.12.14	23:04:00	1.09883	1.09885	1.09880	1.09884	13	0	6
2023.12.14	23:05:00	1.09882	1.09884	1.09880	1.09884	13	0	6
2023.12.14	23:06:00	1.09883	1.09884	1.09883	1.09884	6	0	6
2023.12.14	23:07:00	1.09883	1.09890	1.09883	1.09888	19	0	5
2023.12.14	23:08:00	1.09890	1.09895	1.09890	1.09891	30	0	6
2023.12.14	23:09:00	1.09890	1.09897	1.09885	1.09896	22	0	6
2023.12.14	23:10:00	1.09895	1.09901	1.09890	1.09894	29	0	6
2023.12.14	23:11:00	1.09893	1.09894	1.09890	1.09890	13	0	6
2023.12.14	23:12:00	1.09892	1.09892	1.09884	1.09885	19	0	6
2023.12.14	23:13:00	1.09887	1.09890	1.09885	1.09890	17	0	6
2023.12.14	23:14:00	1.09889	1.09890	1.09885	1.09889	30	0	6
2023.12.14	23:15:00	1.09885	1.09887	1.09884	1.09886	24	0	6
2023.12.14	23:16:00	1.09885	1.09889	1.09884	1.09888	30	0	6
2023.12.14	23:17:00	1.09886	1.09894	1.09886	1.09894	15	0	6
2023.12.14	23:18:00	1.09892	1.09901	1.09892	1.09900	11	0	6
2023.12.14	23:19:00	1.09902	1.09904	1.09898	1.09899	12	0	6
2023.12.14	23:20:00	1.09903	1.09921	1.09902	1.09916	33	0	6
2023.12.14	23:21:00	1.09915	1.09926	1.09915	1.09920	23	0	6
2023.12.14	23:22:00	1.09920	1.09920	1.09915	1.09915	8	0	5
2023.12.14	23:23:00	1.09914	1.09920	1.09914	1.09920	6	0	7
2023.12.14	23:24:00	1.09919	1.09925	1.09914	1.09925	26	0	7
2023.12.14	23:25:00	1.09924	1.09929	1.09923	1.09928	33	0	7
2023.12.14	23:26:00	1.09929	1.09929	1.09927	1.09928	14	0	6
2023.12.14	23:27:00	1.09923	1.09923	1.09918	1.09918	9	0	7
2023.12.14	23:28:00	1.09915	1.09917	1.09908	1.09910	26	0	6
2023.12.14	23:29:00	1.09910	1.09910	1.09904	1.09904	28	0	6
2023.12.14	23:30:00	1.09903	1.09904	1.09893	1.09893	12	0	7
2023.12.14	23:31:00	1.09892	1.09898	1.09892	1.09898	10	0	9
2023.12.14	23:32:00	1.09898	1.09899	1.09896	1.09897	13	0	9
2023.12.14	23:33:00	1.09898	1.09903	1.09897	1.09903	10	0	9
2023.12.14	23:34:00	1.09902	1.09904	1.09901	1.09902	15	0	9
2023.12.14	23:35:00	1.09901	1.09902	1.09901	1.09902	8	0	9
2023.12.14	23:36:00	1.09901	1.09909	1.09901	1.09908	34	0	9
2023.12.14	23:37:00	1.09909	1.09913	1.09907	1.09907	34	0	9
2023.12.14	23:38:00	1.09906	1.09908	1.09903	1.09908	19	0	8
2023.12.14	23:39:00	1.09908	1.09910	1.09906	1.09908	18	0	9
2023.12.14	23:40:00	1.09907	1.09909	1.09907	1.09908	12	0	9
2023.12.14	23:41:00	1.09909	1.09914	1.09909	1.09912	12	0	9
2023.12.14	23:42:00	1.09912	1.09912	1.09911	1.09912	5	0	9
2023.12.14	23:43:00	1.09911	1.09912	1.09905	1.09907	15	0	9
2023.12.14	23:44:00	1.09908	1.09908	1.09907	1.09907	18	0	9
2023.12.14	23:45:00	1.09906	1.09923	1.09906	1.09921	27	0	9
2023.12.14	23:46:00	1.09920	1.09931	1.09916	1.09928	34	0	9
2023.12.14	23:47:00	1.09928	1.09928	1.09918	1.09924	21	0	9
